"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16590","Navigate to the relevant pages from the nav","chromium","Fri Mar 06 13:45:29 UTC 2026","passed","Fri Mar 06 13:45:46 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","26730","Specify drug groups from codes","chromium","Fri Mar 06 13:40:57 UTC 2026","passed","Fri Mar 06 13:41:24 UTC 2026","","analysis/explorations/drug-pathways.spec.ts","",""
"","13319","Should be able to set allowable gap, min episode/regimen duration, and regimen period","chromium","Fri Mar 06 13:44:58 UTC 2026","passed","Fri Mar 06 13:45:12 UTC 2026","","measures/lines-of-therapy.spec.ts","",""
"","8500","Should show a warning for a bad file","chromium","Fri Mar 06 13:41:47 UTC 2026","passed","Fri Mar 06 13:41:56 UTC 2026","","cohort-definitions/cohort-definitions-external-descriptive.spec.ts","",""
"","16418","Show no additional day options when ""ANY"" is selected","chromium","Fri Mar 06 13:45:43 UTC 2026","passed","Fri Mar 06 13:45:59 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","5954","Should see the homepage when signing in.","chromium","Fri Mar 06 13:42:40 UTC 2026","passed","Fri Mar 06 13:42:46 UTC 2026","","homepage.spec.ts","",""
"","10600","should allow the event anchor to be set","chromium","Fri Mar 06 13:44:02 UTC 2026","passed","Fri Mar 06 13:44:12 UTC 2026","","measures/cost-inflation-adjusted.spec.ts","",""
"","15325","Should check advanced settings","chromium","Fri Mar 06 13:41:25 UTC 2026","passed","Fri Mar 06 13:41:40 UTC 2026","","cohort-definitions/cohort-definitions-comparative-time.spec.ts","",""
"","13150","Should generate an episode combination","chromium","Fri Mar 06 13:44:35 UTC 2026","passed","Fri Mar 06 13:44:48 UTC 2026","","measures/episode-combination.spec.ts","",""
"","11991","Should add/remove found codes","chromium","Fri Mar 06 13:43:33 UTC 2026","passed","Fri Mar 06 13:43:45 UTC 2026","","measures/code-search.spec.ts","",""
"","11433","should allow the event type to be set","chromium","Fri Mar 06 13:44:09 UTC 2026","passed","Fri Mar 06 13:44:21 UTC 2026","","measures/cost-inflation-adjusted.spec.ts","",""
"","6676","Check dataset library","chromium","Fri Mar 06 13:43:08 UTC 2026","passed","Fri Mar 06 13:43:15 UTC 2026","","lists/datasets-list.spec.ts","",""
"","26833","Create recategorization measure by search","chromium","Fri Mar 06 13:45:12 UTC 2026","passed","Fri Mar 06 13:45:38 UTC 2026","","measures/recategorization.spec.ts","",""
"","11906","Start creating drug dose measure by search","chromium","Fri Mar 06 13:44:21 UTC 2026","passed","Fri Mar 06 13:44:33 UTC 2026","","measures/drug-dose.spec.ts","",""
"","6489","Should navigate to board library when clicking on boards from library tab","chromium","Fri Mar 06 13:42:52 UTC 2026","passed","Fri Mar 06 13:42:58 UTC 2026","","lists/boards-list.spec.ts","",""
"","16463","Should perform table widget actions","chromium","Fri Mar 06 13:46:20 UTC 2026","passed","Fri Mar 06 13:46:36 UTC 2026","","results/result-widgets.spec.ts","",""
"","15755","Use/delete measures in editor and view info","chromium","Fri Mar 06 13:43:28 UTC 2026","passed","Fri Mar 06 13:43:43 UTC 2026","Calculation measure definition","measures/calculation.spec.ts","",""
"","32970","Should create/apply/load/delete result views","chromium","Fri Mar 06 13:46:19 UTC 2026","passed","Fri Mar 06 13:46:52 UTC 2026","","results/result-views.spec.ts","",""
"","24058","Configure and save advanced sequence measure","chromium","Fri Mar 06 13:45:29 UTC 2026","passed","Fri Mar 06 13:45:53 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","10","Persist base-entities.json","persist-base-entities","Fri Mar 06 13:48:11 UTC 2026","passed","Fri Mar 06 13:48:11 UTC 2026","","setup/persist-base-entities.ts","",""
"","32114","Should perform ellipses functions","chromium","Fri Mar 06 13:46:17 UTC 2026","passed","Fri Mar 06 13:46:49 UTC 2026","","reports/reports.spec.ts","",""
"","17548","Create incomplete Comparative Effectiveness Analysis Plan","chromium","Fri Mar 06 13:38:13 UTC 2026","passed","Fri Mar 06 13:38:30 UTC 2026","","analysis/analysis-comparative-effectiveness.spec.ts","",""
"","14151","Create score measure by browsing measure type categories","chromium","Fri Mar 06 13:45:28 UTC 2026","passed","Fri Mar 06 13:45:43 UTC 2026","","measures/score.spec.ts","",""
"","23858","Should have combine options for attributes with Text values","chromium","Fri Mar 06 13:44:47 UTC 2026","passed","Fri Mar 06 13:45:11 UTC 2026","","measures/event-value.spec.ts","",""
"","17122","Should move/rename/remove result widgets","chromium","Fri Mar 06 13:46:19 UTC 2026","passed","Fri Mar 06 13:46:36 UTC 2026","","results/result-widgets.spec.ts","",""
"","16692","should create measure with valid statement dragging and dropping measures","chromium","Fri Mar 06 13:43:30 UTC 2026","passed","Fri Mar 06 13:43:46 UTC 2026","Calculation measure definition","measures/calculation.spec.ts","",""
"","7942","Should see the latest projects when on the homepage","chromium","Fri Mar 06 13:42:44 UTC 2026","passed","Fri Mar 06 13:42:51 UTC 2026","","homepage.spec.ts","",""
"","79710","Run Self-Controlled Risk Interval Analysis and validate results","chromium","Fri Mar 06 13:39:51 UTC 2026","passed","Fri Mar 06 13:41:11 UTC 2026","","analysis/analysis-self-controlled-risk.spec.ts","",""
"","161081","Should generate Comparative Effectiveness Analysis Plan results","base-results","Fri Mar 06 13:35:25 UTC 2026","passed","Fri Mar 06 13:38:06 UTC 2026","","setup/base-results/base-comparative-results.setup.ts","",""
"","75495","Generate Sampled Descriptive Cohort (Patients) (MARKETSCAN_TINY_ADM)","base-cohorts","Fri Mar 06 13:34:05 UTC 2026","passed","Fri Mar 06 13:35:20 UTC 2026","","setup/base-cohorts/base-descriptive-sampled.setup.ts","",""
"","10816","Should be able to create a Category Change Flag measure by browsing categories","chromium","Fri Mar 06 13:43:30 UTC 2026","passed","Fri Mar 06 13:43:41 UTC 2026","","measures/category-change-flag.spec.ts","",""
"","10046","Creates numeric categorization base measure","base-measures-1","Fri Mar 06 13:33:20 UTC 2026","passed","Fri Mar 06 13:33:30 UTC 2026","","setup/base-measures/1/numeric-categorization-measure.setup.ts","",""
"","9317","Should check ""Included Person-Time for Referent"" options","chromium","Fri Mar 06 13:41:22 UTC 2026","passed","Fri Mar 06 13:41:31 UTC 2026","","cohort-definitions/cohort-definitions-comparative-time.spec.ts","",""
"","16116","Should persist an incomplete measure","chromium","Fri Mar 06 13:44:41 UTC 2026","passed","Fri Mar 06 13:44:58 UTC 2026","","measures/event-filter.spec.ts","",""
"","6115","Invalid MFA code shouldn't allow login a user","mfa","Fri Mar 06 13:33:00 UTC 2026","passed","Fri Mar 06 13:33:06 UTC 2026","","mfa.spec.ts","",""
"","15739","Result widgets batch management","chromium","Fri Mar 06 13:46:22 UTC 2026","passed","Fri Mar 06 13:46:38 UTC 2026","","results/result-widgets.spec.ts","",""
"","12332","Should verify the overlapping Event options","chromium","Fri Mar 06 13:45:59 UTC 2026","passed","Fri Mar 06 13:46:12 UTC 2026","","measures/sequence-basic.spec.ts","",""
"","18452","Select entry criteria dates in Comparative Cohort","chromium","Fri Mar 06 13:41:55 UTC 2026","passed","Fri Mar 06 13:42:13 UTC 2026","","cohort-definitions/common/cohort-definitions-entry-date.spec.ts","",""
"","12347","Should warn on invalid input","chromium","Fri Mar 06 13:43:57 UTC 2026","passed","Fri Mar 06 13:44:09 UTC 2026","","measures/continuous-episodes.spec.ts","",""
"","29953","Move cohort definitions between project and library","chromium","Fri Mar 06 13:43:03 UTC 2026","passed","Fri Mar 06 13:43:33 UTC 2026","","lists/cohort-definitions-list.spec.ts","",""
"","243567","Should generate Forecasting Analysis","chromium","Fri Mar 06 13:38:44 UTC 2026","passed","Fri Mar 06 13:42:48 UTC 2026","","analysis/analysis-forecasting-full-path.spec.ts","",""
"","11746","Should browse measure types","chromium","Fri Mar 06 13:45:05 UTC 2026","passed","Fri Mar 06 13:45:17 UTC 2026","","measures/measure-types.spec.ts","",""
"","15215","Add and configure Exposure and Risk Periods","chromium","Fri Mar 06 13:40:31 UTC 2026","passed","Fri Mar 06 13:40:46 UTC 2026","","analysis/analysis-self-controlled-risk.spec.ts","",""
"","46812","Should be able to execute an event exploration all patients","chromium","Fri Mar 06 13:43:45 UTC 2026","passed","Fri Mar 06 13:44:31 UTC 2026","","measures/common/event-exploration.spec.ts","",""
"","16869","Should create a numeric transformation measure","chromium","Fri Mar 06 13:45:11 UTC 2026","passed","Fri Mar 06 13:45:28 UTC 2026","","measures/numeric-transformation.spec.ts","",""
"","12900","Should be able to create a basic sequence measure by browsing categories","chromium","Fri Mar 06 13:45:55 UTC 2026","passed","Fri Mar 06 13:46:08 UTC 2026","","measures/sequence-basic.spec.ts","",""
"","164974","Should generate Descriptive Analysis Plan results","base-results","Fri Mar 06 13:35:25 UTC 2026","passed","Fri Mar 06 13:38:10 UTC 2026","","setup/base-results/base-descriptive-results.setup.ts","",""
"","17211","Select entry criteria dates in Descriptive Cohort (Patients)","chromium","Fri Mar 06 13:41:54 UTC 2026","passed","Fri Mar 06 13:42:11 UTC 2026","","cohort-definitions/common/cohort-definitions-entry-date.spec.ts","",""
"","12774","Should verify the NOT preceding Event options","chromium","Fri Mar 06 13:45:59 UTC 2026","passed","Fri Mar 06 13:46:12 UTC 2026","","measures/sequence-basic.spec.ts","",""
"","13272","Should see incomplete Forecasting Analysis","chromium","Fri Mar 06 13:38:46 UTC 2026","passed","Fri Mar 06 13:39:00 UTC 2026","","analysis/analysis-forecasting.spec.ts","",""
"","16985","Don't allow the event to be deleted if it is the only one","chromium","Fri Mar 06 13:45:39 UTC 2026","passed","Fri Mar 06 13:45:56 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","15855","Update user default page","chromium","Fri Mar 06 13:38:13 UTC 2026","skipped","Fri Mar 06 13:38:29 UTC 2026","","account/default-page.spec.ts","",""
"","10208","Should save a basic, descriptive time cohort","chromium","Fri Mar 06 13:41:31 UTC 2026","passed","Fri Mar 06 13:41:41 UTC 2026","","cohort-definitions/cohort-definitions-descriptive-time.spec.ts","",""
"","50583","Custom table functionality using table shell recipe mode","chromium","Fri Mar 06 13:42:39 UTC 2026","passed","Fri Mar 06 13:43:30 UTC 2026","","custom-tables/custom-tables.spec.ts","",""
"","18376","Should create a numeric categorization measure and allow categorizing configuration","chromium","Fri Mar 06 13:45:10 UTC 2026","passed","Fri Mar 06 13:45:28 UTC 2026","","measures/numeric-categorization.spec.ts","",""
"","16643","Should verify the preceding Event option and save the measure","chromium","Fri Mar 06 13:45:56 UTC 2026","passed","Fri Mar 06 13:46:13 UTC 2026","","measures/sequence-basic.spec.ts","",""
"","11314","should allow the default inflation index to be set","chromium","Fri Mar 06 13:44:08 UTC 2026","passed","Fri Mar 06 13:44:20 UTC 2026","","measures/cost-inflation-adjusted.spec.ts","",""
"","21757","Configure Drug Computation measure definition","chromium","Fri Mar 06 13:44:20 UTC 2026","passed","Fri Mar 06 13:44:41 UTC 2026","","measures/drug-computation.spec.ts","",""
"","15059","Should remove exclusion criteria","chromium","Fri Mar 06 13:42:11 UTC 2026","passed","Fri Mar 06 13:42:26 UTC 2026","","cohort-definitions/common/cohort-definitions-exclusions.spec.ts","",""
"","19391","Should generate a non-occurrence measure","chromium","Fri Mar 06 13:45:08 UTC 2026","passed","Fri Mar 06 13:45:27 UTC 2026","","measures/non-occurrence.spec.ts","",""
"","15993","Configure advanced Entry Criteria settings","chromium","Fri Mar 06 13:41:31 UTC 2026","passed","Fri Mar 06 13:41:47 UTC 2026","","cohort-definitions/cohort-definitions-comparative.spec.ts","",""
"","15491","Show 1 additional day options when ""AT_LEAST"" is selected","chromium","Fri Mar 06 13:45:46 UTC 2026","passed","Fri Mar 06 13:46:01 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","12282","Should warn the user that a source measure must be selected","chromium","Fri Mar 06 13:45:17 UTC 2026","passed","Fri Mar 06 13:45:29 UTC 2026","","measures/recurrence.spec.ts","",""
"","43450","Generate Descriptive Cohort (Person-Time) (MARKETSCAN_TINY_ADM)","base-cohorts","Fri Mar 06 13:34:05 UTC 2026","passed","Fri Mar 06 13:34:48 UTC 2026","","setup/base-cohorts/base-descriptive-time.setup.ts","",""
"","17971","Allow the time relation to be deleted","chromium","Fri Mar 06 13:45:53 UTC 2026","passed","Fri Mar 06 13:46:11 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","11590","should allow the inflation index to be set","chromium","Fri Mar 06 13:44:12 UTC 2026","passed","Fri Mar 06 13:44:23 UTC 2026","","measures/cost-inflation-adjusted.spec.ts","",""
"","10324","Create adherence measure by browsing measure type categories","chromium","Fri Mar 06 13:43:17 UTC 2026","passed","Fri Mar 06 13:43:28 UTC 2026","","measures/adherence.spec.ts","",""
"","1","Update user timezone and date format","chromium","Fri Mar 06 13:38:10 UTC 2026","skipped","Fri Mar 06 13:38:10 UTC 2026","","account/user-settings.spec.ts","",""
"","12177","Should be able to create a basic sequence measure by browsing categories","chromium","Fri Mar 06 13:45:16 UTC 2026","passed","Fri Mar 06 13:45:29 UTC 2026","","measures/recurrence.spec.ts","",""
"","15960","Select entry criteria dates in Descriptive Cohort (Person-Time)","chromium","Fri Mar 06 13:41:57 UTC 2026","passed","Fri Mar 06 13:42:13 UTC 2026","","cohort-definitions/common/cohort-definitions-entry-date.spec.ts","",""
"","18754","Should persist exclusion operators","chromium","Fri Mar 06 13:42:13 UTC 2026","passed","Fri Mar 06 13:42:32 UTC 2026","","cohort-definitions/common/cohort-definitions-exclusions.spec.ts","",""
"","156703","Should allow configuration and execution of Adherence Description Analysis","chromium","Fri Mar 06 13:38:12 UTC 2026","passed","Fri Mar 06 13:40:49 UTC 2026","","analysis/analysis-adherence-description.spec.ts","",""
"","28522","Should add and delete text and results in all sections, and add section under introduction section when manipulating report","chromium","Fri Mar 06 13:46:12 UTC 2026","passed","Fri Mar 06 13:46:40 UTC 2026","","reports/reports.spec.ts","",""
"","14723","Create advanced sequence measure by browsing measure type categories","chromium","Fri Mar 06 13:45:29 UTC 2026","passed","Fri Mar 06 13:45:43 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","16904","Allow the event to be moved up in the sequence","chromium","Fri Mar 06 13:45:39 UTC 2026","passed","Fri Mar 06 13:45:56 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","14079","Should be able to add and delete attributes on the Event Attributes tab","chromium","Fri Mar 06 13:43:43 UTC 2026","passed","Fri Mar 06 13:43:57 UTC 2026","","measures/common/event-exploration.spec.ts","",""
"","13776","Should navigate between result entries","chromium","Fri Mar 06 13:46:39 UTC 2026","passed","Fri Mar 06 13:46:52 UTC 2026","","results/results.spec.ts","",""
"","11921","should add sub items to the Measures nav section","chromium","Fri Mar 06 13:43:57 UTC 2026","passed","Fri Mar 06 13:44:09 UTC 2026","","measures/cost-inflation-adjusted.spec.ts","",""
"","9010","Create incomplete Meta-Analysis Plan","chromium","Fri Mar 06 13:39:05 UTC 2026","passed","Fri Mar 06 13:39:14 UTC 2026","","analysis/analysis-meta.spec.ts","",""
"","12145","Should allow setting of notes and appendixes","chromium","Fri Mar 06 13:43:50 UTC 2026","passed","Fri Mar 06 13:44:02 UTC 2026","","measures/common/notes.spec.ts","",""
"","22011","Import exclusion criteria with custom time window","chromium","Fri Mar 06 13:42:26 UTC 2026","passed","Fri Mar 06 13:42:48 UTC 2026","","cohort-definitions/common/cohort-definitions-import-exclusion-criteria.spec.ts","",""
"","11357","Should create a Lines of Therapy Measure by search","chromium","Fri Mar 06 13:44:57 UTC 2026","passed","Fri Mar 06 13:45:09 UTC 2026","","measures/lines-of-therapy.spec.ts","",""
"","19756","Duplicate/Edit/Lock/Archive/Delete analysis plans","chromium","Fri Mar 06 13:42:48 UTC 2026","passed","Fri Mar 06 13:43:08 UTC 2026","","lists/analysis-plans-list.spec.ts","",""
"","12953","Should allow the adding and deleting of time periods","chromium","Fri Mar 06 13:46:08 UTC 2026","passed","Fri Mar 06 13:46:21 UTC 2026","","measures/time-categorization.spec.ts","",""
"","13924","Should generate a time categorization","chromium","Fri Mar 06 13:46:05 UTC 2026","passed","Fri Mar 06 13:46:19 UTC 2026","","measures/time-categorization.spec.ts","",""
"","14684","Should create an recency measure and allow full configuration","chromium","Fri Mar 06 13:45:15 UTC 2026","passed","Fri Mar 06 13:45:29 UTC 2026","","measures/recency.spec.ts","",""
"","11191","Should view a locked cohort","chromium","Fri Mar 06 13:46:35 UTC 2026","passed","Fri Mar 06 13:46:46 UTC 2026","","results/results-list.spec.ts","",""
"","28001","Should have combine options for attributes with Numeric values","chromium","Fri Mar 06 13:44:47 UTC 2026","passed","Fri Mar 06 13:45:15 UTC 2026","","measures/event-value.spec.ts","",""
"","19616","Configure and generate new Patient Timeline Exploration","chromium","Fri Mar 06 13:40:59 UTC 2026","passed","Fri Mar 06 13:41:19 UTC 2026","","analysis/explorations/patient-timeline.spec.ts","",""
"","19876","Should modify exclusion criteria - Comparative Cohort (Time 0 Sampled Comparator)","chromium","Fri Mar 06 13:42:20 UTC 2026","passed","Fri Mar 06 13:42:39 UTC 2026","","cohort-definitions/common/cohort-definitions-exclusions.spec.ts","",""
"","30694","Should have configurable sub-pages","chromium","Fri Mar 06 13:38:13 UTC 2026","passed","Fri Mar 06 13:38:43 UTC 2026","","analysis/analysis-comparative-effectiveness.spec.ts","",""
"","12849","Should filter results list","chromium","Fri Mar 06 13:46:36 UTC 2026","passed","Fri Mar 06 13:46:49 UTC 2026","","results/results-list.spec.ts","",""
"","195104","Create and execute Standardization Analysis Plan","chromium","Fri Mar 06 13:40:50 UTC 2026","passed","Fri Mar 06 13:44:05 UTC 2026","","analysis/analysis-standardization.spec.ts","",""
"","11530","Download results reports","chromium","Fri Mar 06 13:46:46 UTC 2026","passed","Fri Mar 06 13:46:58 UTC 2026","","results/results.spec.ts","",""
"","12830","Should check ""Definition of Match Criteria"" options","chromium","Fri Mar 06 13:41:24 UTC 2026","passed","Fri Mar 06 13:41:37 UTC 2026","","cohort-definitions/cohort-definitions-comparative-time.spec.ts","",""
"","17304","Should evaluate multiple events for event combination measure","chromium","Fri Mar 06 13:44:41 UTC 2026","passed","Fri Mar 06 13:44:58 UTC 2026","","measures/event-combination.spec.ts","",""
"","145329","Check cohort library","chromium","Fri Mar 06 13:43:05 UTC 2026","passed","Fri Mar 06 13:45:30 UTC 2026","","lists/cohorts-list.spec.ts","",""
"","20443","Validate statements","chromium","Fri Mar 06 13:43:26 UTC 2026","passed","Fri Mar 06 13:43:46 UTC 2026","Calculation measure definition","measures/calculation.spec.ts","",""
"","7008","Click all WWA links","chromium","Fri Mar 06 13:42:48 UTC 2026","passed","Fri Mar 06 13:42:55 UTC 2026","","homepage.spec.ts","",""
"","26999","Should allow configuration of Forecasting Analysis","chromium","Fri Mar 06 13:38:44 UTC 2026","passed","Fri Mar 06 13:39:11 UTC 2026","","analysis/analysis-forecasting-full-path.spec.ts","",""
"","16366","Allow the user to view information about the event","chromium","Fri Mar 06 13:45:38 UTC 2026","passed","Fri Mar 06 13:45:55 UTC 2026","","measures/sequence-advanced.spec.ts","",""
"","14208","Should convert result to plot","chromium","Fri Mar 06 13:46:21 UTC 2026","passed","Fri Mar 06 13:46:35 UTC 2026","","results/result-widgets.spec.ts","",""
"","79269","Creates and executes a Population Exploration v1 using fixed cohort and measure and validates results","chromium","Fri Mar 06 13:41:00 UTC 2026","passed","Fri Mar 06 13:42:19 UTC 2026","","analysis/explorations/pop-explorer-v1.spec.ts","",""
"","17067","Should see incomplete Comparative Safety Analysis when visiting analysis list","chromium","Fri Mar 06 13:38:22 UTC 2026","passed","Fri Mar 06 13:38:39 UTC 2026","","analysis/analysis-comparative-safety.spec.ts","",""
"","14474","Duplicate exclusion criteria items","chromium","Fri Mar 06 13:42:20 UTC 2026","passed","Fri Mar 06 13:42:35 UTC 2026","","cohort-definitions/common/cohort-definitions-exclusions.spec.ts","",""
"","72755","Generate Comparative Cohort (Time 0 Sampled Comparator) (MARKETSCAN_TINY_ADM)","base-cohorts","Fri Mar 06 13:34:05 UTC 2026","passed","Fri Mar 06 13:35:18 UTC 2026","","setup/base-cohorts/base-comparative-time.setup.ts","",""
"","13484","Should allow adding and deleting of additional measures","chromium","Fri Mar 06 13:44:36 UTC 2026","passed","Fri Mar 06 13:44:49 UTC 2026","","measures/episode-combination.spec.ts","",""
"","11705","Should generate a duration measure and allow the setting of a lookback window","chromium","Fri Mar 06 13:44:32 UTC 2026","passed","Fri Mar 06 13:44:44 UTC 2026","","measures/duration.spec.ts","",""
"","11814","Creates Intraspinal abscess base measure","base-measures-1","Fri Mar 06 13:33:20 UTC 2026","passed","Fri Mar 06 13:33:31 UTC 2026","","setup/base-measures/1/event-filter-measures.setup.ts","",""
"","15426","Should allow selecting an advanced Option","chromium","Fri Mar 06 13:44:42 UTC 2026","passed","Fri Mar 06 13:44:57 UTC 2026","","measures/event-filter.spec.ts","",""
"","12828","Add and configure subgroups","chromium","Fri Mar 06 13:39:34 UTC 2026","passed","Fri Mar 06 13:39:47 UTC 2026","","analysis/analysis-prevalence.spec.ts","",""
"","10171","Configure all analysis plan options","chromium","Fri Mar 06 13:39:41 UTC 2026","passed","Fri Mar 06 13:39:51 UTC 2026","","analysis/analysis-prevalence.spec.ts","",""
"","36180","Configure score components with input measures of event, flag, numeric, and categorical types","chromium","Fri Mar 06 13:45:29 UTC 2026","passed","Fri Mar 06 13:46:05 UTC 2026","","measures/score.spec.ts","",""
"","10851","Should create event combination measure by search","chromium","Fri Mar 06 13:44:36 UTC 2026","passed","Fri Mar 06 13:44:46 UTC 2026","","measures/event-combination.spec.ts","",""
"","15841","All widgets management","chromium","Fri Mar 06 13:46:32 UTC 2026","passed","Fri Mar 06 13:46:48 UTC 2026","","results/result-widgets.spec.ts","",""
"","10957","should allow the attribute to be selected","chromium","Fri Mar 06 13:44:12 UTC 2026","passed","Fri Mar 06 13:44:23 UTC 2026","","measures/cost-inflation-adjusted.spec.ts","",""
"","12038","Should be able to execute an event exploration and cancel it","chromium","Fri Mar 06 13:43:45 UTC 2026","passed","Fri Mar 06 13:43:57 UTC 2026","","measures/common/event-exploration.spec.ts","",""
"","19241","Configure drug dose measure for multiple drug groups","chromium","Fri Mar 06 13:44:22 UTC 2026","passed","Fri Mar 06 13:44:41 UTC 2026","","measures/drug-dose.spec.ts","",""
"","27653","Create, duplicate, move, copy and lock code list","chromium","Fri Mar 06 13:42:57 UTC 2026","passed","Fri Mar 06 13:43:25 UTC 2026","","lists/code-list-library.spec.ts","",""
"","20924","Should be able to create a recurrence measure and allow full configuration","chromium","Fri Mar 06 13:45:27 UTC 2026","passed","Fri Mar 06 13:45:48 UTC 2026","","measures/recurrence.spec.ts","",""
"","13995","Should generate a duration measure and allow the handling of single/multi events","chromium","Fri Mar 06 13:44:33 UTC 2026","passed","Fri Mar 06 13:44:47 UTC 2026","","measures/duration.spec.ts","",""
